LocationName,Duration,DurationDays,Date,Mean,StdDev,Skew
Albany,1-Day,1.0,2000-02-24,4.723903517671694,0.20972473902641423,-0.06107280532110142
Albany,1-Day,1.0,2000-02-25,4.719448775173925,0.20935843733686565,-0.05885676917799974
Albany,1-Day,1.0,2000-02-26,4.7150509473792095,0.2089934782392671,-0.05677828603985455
Albany,1-Day,1.0,2000-02-27,4.710716195807458,0.2086221892876859,-0.05520359959981111
Albany,1-Day,1.0,2000-02-28,4.706449285709741,0.20824428535953513,-0.05435309199401913
Albany,1-Day,1.0,2000-03-01,4.698113538138391,0.20748409310105212,-0.05456446737512729
Albany,1-Day,1.0,2000-03-02,4.694030409119362,0.2070983287111885,-0.0551629783915645
Albany,1-Day,1.0,2000-03-03,4.689992838837293,0.2067122625354526,-0.05565240060385475
Albany,1-Day,1.0,2000-03-04,4.68599385361501,0.2063387930966894,-0.05563259775212815
Albany,1-Day,1.0,2000-03-05,4.682026727999514,0.20600055971472245,-0.05465467346067279
Albany,1-Day,1.0,2000-03-06,4.678086147309027,0.2057190787804041,-0.052283618630333456
Albany,1-Day,1.0,2000-03-07,4.67416917132538,0.20550146552199403,-0.04812599698932104
Albany,1-Day,1.0,2000-03-08,4.670272596643435,0.2053414348502626,-0.04180492595643805
Albany,1-Day,1.0,2000-03-09,4.666390669942665,0.20522390624847436,-0.03302091646297523
Albany,1-Day,1.0,2000-03-10,4.662509616318189,0.20512812841734354,-0.02168065624546477
Albany,1-Day,1.0,2000-03-11,4.658604103951985,0.20503249197620055,-0.008071839577319787
Albany,1-Day,1.0,2000-03-12,4.65463995576895,0.2049247993759014,0.006640216833625959
Albany,1-Day,1.0,2000-03-13,4.650579342097689,0.20479990437959472,0.021865114690958698
Albany,1-Day,1.0,2000-03-14,4.646386180440189,0.20466392071317258,0.03766432132182802
Albany,1-Day,1.0,2000-03-15,4.642033777532521,0.2045287971523459,0.054002344080705846
Albany,1-Day,1.0,2000-03-16,4.6375118623157325,0.20438550749459214,0.07101270030506295
Albany,1-Day,1.0,2000-03-17,4.6328258815698,0.20424979361869128,0.08850608729673884
Albany,1-Day,1.0,2000-03-18,4.627991502384332,0.20414299396101776,0.10619137032298354
Albany,1-Day,1.0,2000-03-19,4.623025631884765,0.2040817375046989,0.12381876517342592
Albany,1-Day,1.0,2000-03-20,4.61793546727844,0.20407584694231803,0.1412428393844869
Albany,1-Day,1.0,2000-03-21,4.612715643983082,0.20413121742116236,0.15840258355403153
Albany,1-Day,1.0,2000-03-22,4.607361517638106,0.20425320513105183,0.17389336321118223
Albany,1-Day,1.0,2000-03-23,4.601872189123416,0.20443691315854998,0.18831550229752972
Albany,1-Day,1.0,2000-03-24,4.596250215452464,0.20464647734736868,0.20149483518066447
Albany,1-Day,1.0,2000-03-25,4.590502463779367,0.20483507593579137,0.21294726548108991
Albany,1-Day,1.0,2000-03-26,4.584639286256417,0.20498050770065687,0.22239972282638817
Albany,1-Day,1.0,2000-03-27,4.578675679875483,0.20508542965544288,0.22994660558956714
Albany,1-Day,1.0,2000-03-28,4.572631440912005,0.2051571610037138,0.23613693848795944
Albany,1-Day,1.0,2000-03-29,4.566527921142164,0.2051753256519948,0.2419177574157056
Albany,1-Day,1.0,2000-03-30,4.5603829511187275,0.20506075396696238,0.24826039667303454
Albany,1-Day,1.0,2000-03-31,4.554206758515635,0.2047251613239004,0.25584466347950297
Albany,1-Day,1.0,2000-04-01,4.548003054374815,0.20420370218530867,0.2649587128612211
Albany,1-Day,1.0,2000-04-02,4.541773086108917,0.20368043778295153,0.2755522430498431
Albany,1-Day,1.0,2000-04-03,4.535517195342132,0.20331371317328778,0.28733818854909426
Albany,1-Day,1.0,2000-04-04,4.529234808086685,0.20310429398503302,0.29976698739687424
